timestamp,device_id,device_type,cpu_usage,memory_usage,network_in_kb,network_out_kb,packet_rate,avg_response_time_ms,service_access_count,failed_auth_attempts,is_encrypted,geo_location_variation,label
29:52.5,thermostat_2,thermostat,84.04,15.22,1185,967,733,160.02,7,0,1,5.65,Normal
29:53.5,thermostat_30,thermostat,64.05,69.03,1177,821,416,136.91,1,6,1,0.98,Normal
29:54.5,sensor_49,sensor,43.48,17.12,176,300,483,304.04,7,1,0,9.72,Normal
29:55.5,camera_35,camera,63.18,74.66,567,1035,660,325.52,6,8,0,14.52,Normal
29:56.5,camera_24,camera,75.48,39.41,985,380,757,442.59,7,9,1,9.82,Normal
29:57.5,sensor_33,sensor,20.68,75.48,1223,1050,852,275.85,9,1,0,16.74,Normal
29:58.5,smart_light_6,smart,23.09,40.16,263,344,503,193.47,9,9,0,0,Normal
29:59.5,smart_light_8,smart,10.83,79.03,366,13,440,113.91,1,0,0,10.61,Normal
30:00.5,thermostat_8,thermostat,21.21,72.77,460,340,741,427.35,1,0,0,3.03,Normal
30:01.5,thermostat_12,thermostat,47.96,54.27,134,568,898,440.52,3,5,0,4.55,Normal
30:02.5,sensor_45,sensor,56.62,17.21,357,258,211,123.11,6,4,1,9.76,Anomaly_Spoofing
30:03.5,smart_light_41,smart,78.98,65.17,753,468,832,58.18,7,7,1,2.26,Normal
30:04.5,camera_35,camera,52.62,77.62,364,127,342,249.56,7,1,1,0.59,Normal
30:05.5,sensor_22,sensor,20.47,40.81,151,1434,513,200.93,9,5,0,12.92,Normal
30:06.5,camera_41,camera,51.27,28.09,387,549,751,411.68,2,7,0,16.35,Normal
30:07.5,thermostat_6,thermostat,36.48,25.02,300,700,768,293.94,5,2,0,0.36,Normal
30:08.5,smart_light_32,smart,55.08,60.6,156,1434,96,351.52,5,9,1,17.68,Normal
30:09.5,camera_45,camera,43.13,48.14,833,1313,800,154.45,9,9,1,15.06,Normal
30:10.5,camera_15,camera,10.96,23.78,1285,972,261,102.28,2,9,1,6.36,Normal
30:11.5,sensor_27,sensor,81.88,36.4,994,176,533,184.58,2,0,0,15.96,Normal
30:12.5,thermostat_48,thermostat,75.24,32.97,984,597,49,225.33,6,10,0,5.98,Normal
30:13.5,thermostat_50,thermostat,85.91,51.85,563,1105,344,31.86,1,5,0,6.04,Anomaly_DoS
30:14.5,sensor_44,sensor,22.48,36.43,1156,470,561,461.43,7,5,0,11.24,Normal
30:15.5,thermostat_16,thermostat,79.36,34.8,304,1123,63,223.61,3,8,1,19.43,Normal
30:16.5,camera_48,camera,40.17,59.76,410,1474,184,455.22,5,10,1,8.55,Normal
30:17.5,sensor_17,sensor,66.1,17,824,337,161,441.19,9,6,0,19.42,Normal
30:18.5,sensor_12,sensor,75.69,79,1387,272,90,80.86,2,8,1,16.45,Normal
30:19.5,smart_light_23,smart,85.3,36.39,61,468,707,472.59,5,7,1,6.72,Normal
30:20.5,smart_light_5,smart,62.26,25.83,1151,626,977,468.38,6,6,0,12.96,Normal
30:21.5,thermostat_40,thermostat,19.85,31.07,1294,550,427,423.12,4,1,1,17,Normal
30:22.5,camera_46,camera,15.55,61.83,103,1187,554,286.82,4,10,1,18.07,Normal
30:23.5,thermostat_46,thermostat,50.73,29.53,1237,1422,246,310.53,6,9,0,12.19,Normal
30:24.5,smart_light_30,smart,55.14,17.51,624,1478,92,341.42,9,0,0,4.01,Normal
30:25.5,sensor_3,sensor,74.19,28.13,55,786,712,114.53,1,5,0,11.07,Normal
30:26.5,camera_4,camera,21.82,23.82,1058,922,947,175.24,2,2,0,13.11,Normal
30:27.5,thermostat_6,thermostat,87.76,51.51,447,1366,612,122.11,9,2,0,5.46,Anomaly_Spoofing
30:28.5,camera_47,camera,81.88,56.09,758,505,123,137.51,3,2,1,5.77,Anomaly_Injection
30:29.5,thermostat_13,thermostat,15.87,53.48,718,168,466,57.9,9,9,1,5.18,Normal
30:30.5,camera_3,camera,67.99,28.84,717,1400,872,393.86,8,1,0,16.47,Normal
30:31.5,smart_light_41,smart,69.41,77.26,531,793,648,114.94,5,8,1,2.48,Anomaly_Spoofing
30:32.5,sensor_24,sensor,58.93,17.32,759,697,116,230.88,7,8,1,11.89,Normal
30:33.5,sensor_19,sensor,46.64,37.37,95,1434,405,219.91,2,6,0,10.65,Normal
30:34.5,smart_light_27,smart,88.34,28.98,476,361,867,248.1,8,1,0,17,Normal
30:35.5,camera_5,camera,69.93,29.58,62,223,698,375.46,7,5,1,4.88,Normal
30:36.5,sensor_38,sensor,22.24,79.23,999,1115,98,217.98,1,2,0,13.16,Normal
30:37.5,camera_17,camera,49.15,43.86,1355,1112,964,42.21,6,2,0,12.6,Normal
30:38.5,smart_light_6,smart,12.12,69.03,238,1054,42,314.57,5,8,0,9.67,Normal
30:39.5,sensor_36,sensor,39.33,41.52,720,453,935,483.2,3,9,0,15.57,Normal
30:40.5,smart_light_28,smart,70.13,75.67,15,513,149,207.61,6,6,1,18.18,Anomaly_DoS
30:41.5,sensor_37,sensor,77.17,47.43,45,458,111,332.3,7,3,1,12.98,Normal
30:42.5,smart_light_17,smart,31.98,78.96,886,899,816,53.24,2,10,0,11.79,Normal
30:43.5,smart_light_45,smart,58.83,45.01,1172,524,16,183.18,9,3,0,15.58,Normal
30:44.5,thermostat_28,thermostat,35.46,26.68,1217,307,582,263.82,4,4,0,8.52,Normal
30:45.5,camera_5,camera,66.19,17.71,598,1452,779,30.1,5,10,0,2.34,Normal
30:46.5,thermostat_4,thermostat,48.78,17.77,589,822,370,297.72,9,8,0,4.92,Normal
30:47.5,sensor_35,sensor,55.16,45.35,1215,479,639,352.62,9,3,0,3.03,Normal
30:48.5,camera_24,camera,89.86,64.09,689,402,630,88.06,9,2,1,3.69,Anomaly_DoS
30:49.5,camera_50,camera,71.94,35.89,331,1214,888,22.7,9,0,1,8.44,Normal
30:50.5,camera_43,camera,17.69,43.99,186,395,559,192.41,3,8,0,3.93,Anomaly_DoS
30:51.5,sensor_25,sensor,60.93,78.23,94,373,667,493.93,7,10,1,1.05,Normal
30:52.5,camera_28,camera,24.31,36.07,244,281,277,198.93,4,2,0,9.99,Normal
30:53.5,smart_light_26,smart,84.26,84.5,39,745,753,55.18,9,3,0,18.75,Anomaly_Spoofing
30:54.5,smart_light_15,smart,26.67,68.93,876,60,300,146.42,8,9,0,17.95,Anomaly_Spoofing
30:55.5,smart_light_18,smart,12.76,65.61,188,1188,846,48.44,3,9,1,7.59,Anomaly_Spoofing
30:56.5,thermostat_20,thermostat,86.41,37.82,391,933,163,320.04,5,1,1,14.63,Normal
30:57.5,sensor_15,sensor,56.31,23.24,1406,678,745,275.33,8,3,1,6.74,Normal
30:58.5,sensor_28,sensor,61.11,15.95,125,1266,819,192.46,7,6,0,16.58,Normal
30:59.5,thermostat_42,thermostat,21.51,83.86,1329,1039,545,449.56,7,4,0,11.69,Normal
31:00.5,smart_light_12,smart,81.33,25.8,374,1395,71,42.16,8,5,0,8.28,Normal
31:01.5,camera_24,camera,83.3,32.55,437,1436,555,314.58,9,7,0,7.62,Normal
31:02.5,thermostat_32,thermostat,29.83,52.83,620,253,123,368.22,1,4,0,10.55,Anomaly_DoS
31:03.5,smart_light_12,smart,36.37,21.32,1337,1113,774,229.23,6,10,0,1.81,Normal
31:04.5,sensor_11,sensor,21.14,34.19,692,149,567,135.11,7,4,1,0.01,Normal
31:05.5,smart_light_30,smart,79.29,64.94,823,1108,367,98.04,1,1,0,10.97,Anomaly_Spoofing
31:06.5,thermostat_2,thermostat,33.36,25.95,1301,1090,990,337.55,9,10,0,2.37,Anomaly_Injection
31:07.5,sensor_34,sensor,67.82,16.47,150,1288,363,171.89,2,7,1,9.7,Normal
31:08.5,thermostat_36,thermostat,26.29,50.34,994,985,367,357.94,3,3,1,16.15,Normal
31:09.5,sensor_43,sensor,10.01,82.49,656,507,626,441.97,4,5,0,1.4,Anomaly_DoS
31:10.5,sensor_19,sensor,38.31,10.38,285,87,390,48.68,9,10,0,15.64,Anomaly_Injection
31:11.5,sensor_21,sensor,43.56,69.28,631,974,822,348.51,1,8,1,0.87,Normal
31:12.5,thermostat_2,thermostat,55.59,24.73,1476,34,749,40.37,6,7,0,8.4,Normal
31:13.5,sensor_7,sensor,60.63,67.15,59,786,942,124.54,1,6,0,15.42,Normal
31:14.5,sensor_31,sensor,69.32,39.26,1247,820,477,414.49,1,8,1,4.48,Normal
31:15.5,sensor_48,sensor,45.53,16.41,1493,477,948,247.74,9,0,1,8.8,Normal
31:16.5,smart_light_37,smart,75.18,66.33,1420,959,230,280.11,2,9,1,6.7,Normal
31:17.5,camera_50,camera,73.14,11.05,935,1042,900,383.1,4,3,0,15.31,Normal
31:18.5,smart_light_22,smart,60.04,54.01,119,814,867,229.69,7,2,1,18.07,Normal
31:19.5,thermostat_26,thermostat,52.73,16.61,90,1198,37,499.48,2,0,0,15.5,Normal
31:20.5,smart_light_9,smart,79.42,32.98,817,1429,955,466.45,3,1,1,1.19,Normal
31:21.5,camera_5,camera,18.22,20.64,1010,1205,55,447.39,7,4,1,10.61,Normal
31:22.5,thermostat_23,thermostat,89.2,29.89,334,508,528,205.68,8,6,0,17.89,Anomaly_Injection
31:23.5,thermostat_15,thermostat,87.33,71.37,916,924,190,146.34,9,8,1,5.23,Normal
31:24.5,sensor_8,sensor,47.35,38.9,1035,509,684,481.18,3,0,0,7.41,Normal
31:25.5,camera_36,camera,37.37,32.53,412,948,550,264.16,8,6,1,2.93,Anomaly_Injection
31:26.5,thermostat_26,thermostat,23.58,48.48,537,268,692,258.12,2,4,0,5.29,Normal
31:27.5,smart_light_15,smart,67.84,34.56,314,1448,92,90.52,7,5,0,8.51,Normal
31:28.5,sensor_15,sensor,70.23,51.46,69,1029,806,285.28,3,2,1,0.31,Normal
31:29.5,camera_17,camera,82.53,63.02,76,1262,57,361.51,7,7,1,18.32,Normal
31:30.5,camera_29,camera,23.23,52.55,821,62,640,141.93,3,9,1,4.83,Anomaly_DoS
31:31.5,thermostat_44,thermostat,14.47,22.5,318,870,139,461.94,3,9,0,13.03,Normal
31:32.5,smart_light_33,smart,22.61,69.63,116,1109,396,243.45,4,3,0,8.04,Normal
31:33.5,sensor_4,sensor,10.43,11.96,1192,328,609,333.6,7,10,0,11.95,Normal
31:34.5,thermostat_11,thermostat,60.3,53.61,1392,1000,356,191.19,1,0,1,19.84,Normal
31:35.5,smart_light_17,smart,81.26,13.23,1294,216,242,346.78,7,2,0,10.11,Normal
31:36.5,thermostat_38,thermostat,87.42,46.72,394,23,867,209.75,8,7,0,15.48,Normal
31:37.5,thermostat_33,thermostat,13.49,71.62,440,1263,494,303.96,1,6,0,7.59,Normal
31:38.5,sensor_9,sensor,87.67,79.44,1491,770,819,238.42,9,0,1,19.72,Normal
31:39.5,camera_49,camera,80.22,56.59,1483,1475,477,165.81,2,6,0,13.54,Normal
31:40.5,sensor_49,sensor,12.78,67.29,86,405,500,66.77,1,10,1,9.6,Normal
31:41.5,camera_47,camera,80.94,40.62,308,618,724,39.85,1,1,0,9.26,Normal
31:42.5,smart_light_21,smart,64.14,56.03,960,256,541,201.4,1,6,0,2.56,Normal
31:43.5,sensor_37,sensor,61.63,81.79,168,747,251,155.17,3,3,1,10.91,Normal
31:44.5,thermostat_33,thermostat,14.54,65.69,914,583,221,277.43,9,0,0,14.16,Normal
31:45.5,thermostat_14,thermostat,32.35,65.72,761,81,619,132.27,4,2,1,9.57,Anomaly_DoS
31:46.5,sensor_39,sensor,73.94,53.51,516,989,196,414.94,2,1,1,11.17,Normal
31:47.5,thermostat_13,thermostat,26.41,34.42,639,557,934,127.28,2,9,1,10.35,Normal
31:48.5,thermostat_42,thermostat,85.91,47.75,1439,293,15,165.41,6,5,1,11.84,Anomaly_DoS
31:49.5,sensor_5,sensor,29.34,59.62,1247,1033,729,167.65,5,2,0,0.85,Normal
31:50.5,camera_9,camera,38.73,71.18,1187,1411,968,486.88,2,0,1,2.41,Normal
31:51.5,smart_light_25,smart,80.01,38.74,542,805,454,127.06,8,9,1,18.19,Normal
31:52.5,camera_12,camera,69.8,13.61,185,525,558,312.57,1,2,0,19.2,Normal
31:53.5,sensor_32,sensor,52.37,42.38,294,1426,450,76.54,6,5,1,7,Normal
31:54.5,smart_light_33,smart,74.64,50.91,167,1128,308,215.96,7,9,0,2.13,Normal
31:55.5,thermostat_15,thermostat,88.22,62.66,296,96,546,202.04,1,8,0,12.18,Normal
31:56.5,sensor_36,sensor,34.7,34.15,251,219,148,445.31,5,10,0,9.39,Normal
31:57.5,smart_light_38,smart,66.36,33.98,1235,303,803,46.9,2,5,0,17.85,Normal
31:58.5,camera_1,camera,18.72,28.42,73,902,331,324.07,1,0,0,7.9,Anomaly_DoS
31:59.5,sensor_50,sensor,39.73,50.26,449,1477,319,354.26,4,10,1,10.67,Normal
32:00.5,smart_light_19,smart,28.13,22.96,1458,815,463,327.96,3,2,0,16.44,Normal
32:01.5,sensor_37,sensor,29.86,50.69,199,866,485,154.71,3,8,1,0.2,Normal
32:02.5,sensor_43,sensor,12.19,55.06,1080,824,86,471.62,7,1,1,4.75,Normal
32:03.5,thermostat_23,thermostat,63.72,18.36,1171,726,412,24.39,6,7,1,16.58,Normal
32:04.5,thermostat_46,thermostat,33.06,10.88,1165,957,778,278.39,5,2,0,4.39,Normal
32:05.5,smart_light_19,smart,16.31,45.36,1303,98,989,474.56,6,7,1,18.28,Normal
32:06.5,camera_32,camera,54.28,40.34,861,1316,957,422.28,2,10,1,11.83,Normal
32:07.5,smart_light_8,smart,45.58,46.09,648,110,846,489.62,2,5,0,12.44,Normal
32:08.5,thermostat_20,thermostat,52.93,77.24,1059,1126,952,338.47,5,8,1,1.04,Normal
32:09.5,sensor_11,sensor,82.51,54.23,1026,762,396,261.87,1,0,0,15.96,Normal
32:10.5,thermostat_39,thermostat,22.64,34.95,139,1231,172,211.48,4,5,1,6.33,Anomaly_DoS
32:11.5,smart_light_30,smart,78.81,67.88,1118,345,193,138.37,4,5,0,9.58,Anomaly_DoS
32:12.5,thermostat_12,thermostat,30.01,44.33,284,410,264,369.02,5,4,1,12.3,Normal
32:13.5,sensor_11,sensor,63.54,15.14,1194,433,512,182.43,7,2,0,4.57,Normal
32:14.5,sensor_32,sensor,87.1,40.01,1070,965,743,284.51,4,2,0,3.59,Normal
32:15.5,thermostat_9,thermostat,51.56,14.56,97,923,483,262.93,3,7,1,15.81,Normal
32:16.5,camera_20,camera,26.09,53.96,1292,1252,33,153.91,7,2,0,14.81,Normal
32:17.5,sensor_21,sensor,48.62,25.19,425,1203,196,472.31,5,2,0,5.67,Anomaly_Spoofing
32:18.5,thermostat_24,thermostat,41.17,29.24,582,204,824,482.56,6,2,0,16.17,Normal
32:19.5,camera_28,camera,28.25,14.71,944,1228,835,275.73,6,4,1,7.37,Normal
32:20.5,camera_44,camera,76.45,62.32,286,426,156,262.75,2,5,0,3.18,Normal
32:21.5,camera_49,camera,22.83,29.94,1215,1408,995,39.33,6,1,1,5.33,Anomaly_Spoofing
32:22.5,camera_48,camera,89.11,83.82,1401,31,158,285.18,2,2,1,17.1,Normal
32:23.5,thermostat_37,thermostat,65.98,23.81,1229,752,711,87.12,5,2,0,15.53,Anomaly_DoS
32:24.5,sensor_1,sensor,37.65,24.01,962,969,208,53.29,2,4,1,5.51,Normal
32:25.5,thermostat_5,thermostat,12.9,79.2,353,1110,417,260.95,5,3,1,15.46,Normal
32:26.5,smart_light_11,smart,73.03,20.6,461,863,333,83.74,4,5,0,4.37,Normal
32:27.5,camera_27,camera,21.48,32.8,456,154,586,170.88,2,1,1,16.37,Normal
32:28.5,smart_light_37,smart,10.21,44.07,658,1010,392,266.1,9,6,1,3.37,Normal
32:29.5,camera_11,camera,18.44,66.01,1116,1380,983,204.51,4,0,0,18.09,Normal
32:30.5,smart_light_28,smart,78.86,38.16,123,876,272,456.13,8,7,0,18.02,Normal
32:31.5,sensor_25,sensor,16.47,74.85,893,330,304,239.18,6,5,1,4.65,Normal
32:32.5,thermostat_32,thermostat,26.56,76.91,1269,1152,762,387.67,9,9,0,16.87,Normal
32:33.5,sensor_31,sensor,41.09,45.35,910,718,300,433.35,8,8,0,7.8,Normal
32:34.5,camera_36,camera,19.17,10.37,147,240,659,125.41,6,10,0,6.57,Anomaly_Injection
32:35.5,sensor_7,sensor,81.6,45.18,1012,696,912,349.96,6,6,1,11.85,Normal
32:36.5,smart_light_18,smart,89.09,61.36,1133,131,815,306.42,4,0,0,11.63,Normal
32:37.5,smart_light_22,smart,60.04,29.51,661,1084,229,421.34,1,9,1,11.62,Anomaly_DoS
32:38.5,smart_light_36,smart,40.37,14,1163,824,716,202.46,8,6,1,1.67,Normal
32:39.5,sensor_37,sensor,28.67,69.6,1432,1271,234,187.3,7,8,0,18.93,Normal
32:40.5,thermostat_11,thermostat,33.14,38.98,44,761,92,61.08,7,5,0,6.88,Normal
32:41.5,camera_9,camera,84.85,63.71,449,1026,866,229.3,6,10,1,4.35,Normal
32:42.5,sensor_26,sensor,42.18,53.43,927,1082,957,422.5,8,1,0,11.15,Normal
32:43.5,thermostat_8,thermostat,21.53,57.66,615,57,198,384.36,6,6,0,19.57,Normal
32:44.5,sensor_38,sensor,83.88,54.57,240,511,236,245.85,8,0,0,16.44,Normal
32:45.5,sensor_13,sensor,24.25,51.18,1018,600,905,192.33,5,6,1,11.74,Normal
32:46.5,sensor_35,sensor,44.19,82.27,1143,1245,753,302.29,1,10,0,15.29,Normal
32:47.5,thermostat_34,thermostat,59.02,16.05,186,726,853,285.8,9,6,1,16.31,Normal
32:48.5,smart_light_25,smart,60.46,33.5,1280,992,555,260.3,2,8,0,0.31,Normal
32:49.5,camera_5,camera,67.32,78.97,283,1402,76,285.18,2,10,0,17.78,Normal
32:50.5,smart_light_25,smart,18.26,28.83,1210,1035,391,421.65,6,8,1,5.2,Normal
32:51.5,sensor_26,sensor,69.22,34.98,1225,1174,311,69.75,8,9,1,7.29,Normal
32:52.5,sensor_50,sensor,36.03,11.36,1091,418,438,451.9,2,4,1,0.76,Anomaly_Injection
32:53.5,smart_light_49,smart,54.84,62.49,796,515,364,91.83,3,3,1,15.18,Normal
32:54.5,smart_light_11,smart,49.93,76.81,260,669,703,150.7,3,10,0,2.11,Normal
32:55.5,sensor_40,sensor,81.43,22.94,1455,678,981,39.37,6,4,0,13.82,Normal
32:56.5,camera_36,camera,51.31,52.76,812,232,534,280.03,4,6,0,12.15,Normal
32:57.5,thermostat_33,thermostat,42.95,66.64,66,24,526,494.83,5,3,1,0.24,Normal
32:58.5,smart_light_44,smart,35.37,45.04,1352,190,924,471.27,6,9,1,4.5,Normal
32:59.5,smart_light_46,smart,52.94,71.25,543,1358,91,167.45,9,7,0,11.68,Normal
33:00.5,thermostat_12,thermostat,57.23,27.99,1287,649,794,409.13,2,10,1,10.04,Normal
33:01.5,thermostat_11,thermostat,40.72,21.61,193,78,703,395.43,5,8,1,11.28,Normal
33:02.5,thermostat_5,thermostat,30.96,63.61,880,1324,747,29.09,8,10,1,0.54,Normal
33:03.5,sensor_20,sensor,75.11,84.05,726,348,14,92.14,5,0,0,16.13,Anomaly_Injection
33:04.5,sensor_22,sensor,79.72,61.27,139,1487,748,224.7,8,5,0,11.77,Normal
33:05.5,camera_10,camera,58.22,82.85,1203,400,179,102.71,5,3,1,7.77,Normal
33:06.5,camera_25,camera,46.22,14.7,311,1198,758,208.79,4,8,0,17.68,Normal
33:07.5,camera_36,camera,24.55,36.79,1147,866,64,25.68,1,9,1,13.12,Normal
33:08.5,thermostat_13,thermostat,59.8,13.34,206,1086,313,496.01,3,0,1,6.71,Normal
33:09.5,camera_19,camera,43.56,72.07,840,1287,430,311.97,1,8,0,11.51,Normal
33:10.5,smart_light_41,smart,16.44,24.48,1496,959,869,47.52,4,5,1,17.25,Anomaly_DoS
33:11.5,sensor_41,sensor,42.86,29.02,726,711,990,190.16,9,0,0,18.24,Anomaly_Injection
33:12.5,smart_light_25,smart,45.96,80.87,1096,1328,892,61.02,9,0,0,9.79,Anomaly_Injection
33:13.5,smart_light_22,smart,60.96,32.54,971,50,374,321.72,2,4,1,13.45,Normal
33:14.5,thermostat_2,thermostat,76.31,12.8,909,875,783,354.8,5,5,1,7.09,Normal
33:15.5,sensor_49,sensor,88.85,47.63,617,1489,184,109.34,9,1,0,13.15,Anomaly_Injection
33:16.5,camera_46,camera,51.58,15.08,540,655,513,229.55,4,9,0,19.9,Normal
33:17.5,smart_light_14,smart,87.92,16.46,261,1412,322,313.54,8,0,1,9.42,Normal
33:18.5,sensor_7,sensor,11.33,72.11,1136,71,897,431.37,3,0,1,1.6,Anomaly_DoS
33:19.5,sensor_43,sensor,42.25,75.62,728,429,235,190.42,9,10,0,17.57,Normal
33:20.5,thermostat_48,thermostat,53.76,70.63,481,926,873,196.49,8,7,1,12.29,Normal
33:21.5,thermostat_4,thermostat,59.23,13.08,1349,1166,41,313.16,7,2,1,15.9,Normal
33:22.5,smart_light_25,smart,17.08,58,357,682,528,33.13,3,8,1,15.95,Anomaly_Injection
33:23.5,thermostat_40,thermostat,77.39,34.75,668,1248,204,370.87,4,10,1,19.74,Normal
33:24.5,thermostat_23,thermostat,58.14,21.11,266,50,716,232.8,1,9,1,2.03,Normal
33:25.5,thermostat_39,thermostat,33.15,41.81,1408,816,894,140.25,3,4,0,17.62,Normal
33:26.5,sensor_20,sensor,49.31,54.26,865,971,591,353.3,2,2,1,14.21,Normal
33:27.5,smart_light_11,smart,22.05,35.53,1248,915,967,141.1,9,8,1,12.84,Normal
33:28.5,sensor_21,sensor,39.54,69.01,1432,1171,11,24.93,2,5,0,17.01,Normal
33:29.5,smart_light_30,smart,70.02,57.98,1044,933,351,365.82,9,4,1,14.99,Normal
33:30.5,sensor_42,sensor,79.38,27.79,530,766,474,243.67,6,9,0,17.11,Normal
33:31.5,camera_12,camera,80.97,21.29,144,473,738,400.86,4,2,1,6.21,Normal
33:32.5,thermostat_46,thermostat,20.44,27.87,160,462,677,81.9,3,7,0,10.57,Normal
33:33.5,camera_20,camera,36.17,42.97,750,1164,843,112.35,4,8,1,11.5,Normal
33:34.5,smart_light_41,smart,49.95,16.03,523,349,420,182.23,7,8,1,8.03,Normal
33:35.5,thermostat_14,thermostat,29.32,56.47,1093,171,254,120.23,2,6,1,18.04,Normal
33:36.5,smart_light_39,smart,20.08,75.34,596,964,443,307.4,5,10,1,8.66,Anomaly_DoS
33:37.5,smart_light_9,smart,32,79.82,1374,115,227,295.55,9,4,1,14.55,Normal
33:38.5,camera_46,camera,75.47,33.57,336,346,485,432.07,2,4,1,11.41,Normal
33:39.5,camera_3,camera,74.7,47.53,631,526,602,412.49,9,1,1,17.39,Normal
33:40.5,sensor_28,sensor,46.22,15.94,189,53,365,251.14,8,10,0,1.71,Normal
33:41.5,camera_44,camera,28.25,48.3,1276,140,247,281.07,3,8,0,19.85,Normal
33:42.5,sensor_17,sensor,46.17,78.35,1411,396,329,175.59,4,2,0,1.26,Normal
33:43.5,camera_48,camera,74.59,19.81,1341,869,484,337.18,9,8,1,5.93,Normal
33:44.5,thermostat_5,thermostat,31.61,37.74,735,122,681,270.03,5,6,1,4.99,Normal
33:45.5,camera_35,camera,77.25,39.85,981,367,817,163.86,9,8,0,9.1,Normal
33:46.5,smart_light_31,smart,21.61,55.84,839,637,820,222.22,2,5,0,0.57,Normal
33:47.5,thermostat_23,thermostat,81.37,45,848,180,491,276.02,5,3,1,19.08,Normal
33:48.5,sensor_47,sensor,55.71,83.08,238,1372,555,162.15,7,8,0,11.13,Normal
33:49.5,camera_47,camera,56.05,22.9,1023,448,358,455.16,2,1,1,17.73,Normal
33:50.5,camera_6,camera,50.03,23.39,1219,982,350,164.35,4,9,0,2.72,Normal
33:51.5,sensor_26,sensor,74.74,30.9,1242,1099,942,67.59,4,6,0,12.48,Normal
33:52.5,sensor_31,sensor,78.69,21.67,1293,109,476,60.53,2,2,0,15.5,Normal
33:53.5,smart_light_18,smart,11.49,51.65,156,1218,809,357.34,7,7,1,11.82,Normal
33:54.5,thermostat_44,thermostat,48.84,40.76,995,580,7,68.36,6,0,0,7.3,Normal
33:55.5,thermostat_43,thermostat,89.16,36.54,171,499,688,273.57,6,7,0,2.22,Normal
33:56.5,thermostat_9,thermostat,76.16,77.68,226,942,233,107.49,2,10,1,10.43,Anomaly_Spoofing
33:57.5,thermostat_44,thermostat,80.87,71.4,223,769,155,230.26,6,9,1,16.23,Anomaly_DoS
33:58.5,smart_light_28,smart,78.9,12.08,1036,621,497,126.48,1,6,0,16.71,Normal
33:59.5,smart_light_41,smart,28.45,76.02,113,618,743,143.24,9,6,0,12.75,Normal
34:00.5,camera_12,camera,27.39,69.52,1477,381,823,489.09,2,8,0,4.69,Normal
34:01.5,sensor_40,sensor,67.37,81.3,1045,761,109,463.7,1,1,1,4.23,Normal
34:02.5,smart_light_30,smart,46.06,47.55,92,132,129,39.05,9,9,1,4.76,Normal
34:03.5,thermostat_21,thermostat,80.36,68.83,1061,990,501,290.64,9,6,0,15.55,Normal
34:04.5,sensor_39,sensor,28.47,17.82,447,207,954,203.71,2,3,1,12.45,Normal
34:05.5,smart_light_2,smart,41.86,26.35,95,147,565,380.17,9,3,1,11.71,Normal
34:06.5,thermostat_43,thermostat,62.22,28.15,418,632,869,228.97,3,2,0,18.39,Normal
34:07.5,sensor_2,sensor,42.91,15.96,822,943,955,407.17,1,8,0,10.24,Normal
34:08.5,thermostat_33,thermostat,44.73,39.51,218,569,472,125.06,6,0,1,4.43,Normal
34:09.5,sensor_8,sensor,19.71,83.8,1035,896,330,120,2,4,1,1.25,Normal
34:10.5,camera_7,camera,65.98,30.72,484,249,121,257.6,7,9,1,19.82,Anomaly_Spoofing
34:11.5,camera_32,camera,37.16,59.79,182,837,520,35.39,5,0,1,9.91,Normal
34:12.5,thermostat_45,thermostat,39.76,53.02,77,1268,522,35.43,9,6,1,7.64,Anomaly_Injection
34:13.5,thermostat_22,thermostat,88.94,23.52,54,1072,945,57.24,7,10,0,1.38,Normal
34:14.5,thermostat_1,thermostat,73.51,53.59,1174,563,905,165.28,3,5,1,19.21,Normal
34:15.5,smart_light_11,smart,19.83,54.44,865,362,320,157.56,8,8,0,7.79,Normal
34:16.5,sensor_20,sensor,38.7,57.75,748,644,710,218.06,2,3,0,14.84,Normal
34:17.5,sensor_10,sensor,15.43,84.98,898,332,202,151.38,8,2,0,16.53,Anomaly_Spoofing
34:18.5,camera_45,camera,21.56,55,1367,1102,589,120.14,9,7,1,17.84,Normal
34:19.5,smart_light_15,smart,35.7,47.33,131,950,59,454.89,8,10,1,5.63,Normal
34:20.5,camera_7,camera,69.36,42.95,1269,101,508,210.75,3,10,1,4.19,Anomaly_Injection
34:21.5,smart_light_26,smart,64.12,25.14,951,590,246,396.18,4,7,0,0.3,Anomaly_DoS
34:22.5,smart_light_21,smart,78.09,33.59,1235,824,881,220.67,2,6,1,0.36,Normal
34:23.5,camera_43,camera,72.28,68.45,301,1433,949,195.44,2,3,0,5.68,Normal
34:24.5,thermostat_48,thermostat,84.34,55.71,1372,43,990,321.44,2,2,1,10.14,Normal
34:25.5,thermostat_43,thermostat,75.61,20.58,916,1043,415,279.97,8,3,1,19.04,Normal
34:26.5,thermostat_2,thermostat,54.34,62.7,490,507,888,67.36,2,9,0,5.4,Normal
34:27.5,smart_light_49,smart,17.55,60.07,1360,50,256,461.89,5,1,1,17.71,Normal
34:28.5,camera_28,camera,85.52,84.32,599,521,749,305.39,6,0,1,10.65,Normal
34:29.5,camera_17,camera,51.13,33.62,897,409,358,322.69,6,5,1,11.54,Normal
34:30.5,thermostat_33,thermostat,63.98,40.89,895,151,486,301.3,4,4,1,0.34,Anomaly_DoS
